"";"pred";"obs"
"1";0,76346355676651;0,731780259917286
"2";0,251560539007187;0,288027925452297
"3";0,499040126800537;0,502927644273767
"4";0,329600989818573;0,29550267336496
"5";0,409831404685974;0,465553780130903
"6";0,129337951540947;0,127195717632882
"7";0,207662418484688;0,200448491352896
"8";0,324240267276764;0,327644196527824
"9";0,125683426856995;0,122710853935738
"10";0,16490313410759;0,138657035970027
"11";0,328830122947693;0,318176175860874
"12";0,775888800621033;0,967484738195708
"13";0,653981268405914;0,676342348980749
"14";0,109674662351608;0,113865706088594
"15";0,374396026134491;0,339105514864969
"16";0,180219411849976;0,185748104790036
"17";0,76346355676651;0,67036253071789
"18";0,150554209947586;0,195589901472279
"19";0,733662724494934;0,722063067698096
"20";0,389281749725342;0,333125709060065
"21";0,855508804321289;0,674847406872989
"22";0,276166319847107;0,244425083952288
"23";0,338238745927811;0,310203072385775
"24";0,238619521260262;0,227482253082901
"25";0,246522456407547;0,250529481762289
"26";0,488508105278015;0,39105521093946
"27";0,442753791809082;0,507412507970911
"28";0,699808418750763;0,669864200071364
"29";0,65851092338562;0,669365919256657
"30";0,752814173698425;0,804410160817495
"31";0,152538150548935;0,158216024871459
"32";0,428283154964447;0,423819594464173
"33";0,135095059871674;0,1478759224586
"34";0,857811629772186;0,789460552870576
"35";0,298289000988007;0,40986671010008
"36";0,602148354053497;0,583779745453588
"37";0,209508806467056;0,216270106297997
"38";0,426060259342194;0,410738754472125
"39";0,841871201992035;0,815622332518309
"40";0,544564783573151;0,63772270182441
"41";0,20770575106144;0,223620299579427
"42";0,119728840887547;0,126199081255739
"43";0,401534467935562;0,478136289476424
"44";0,337670803070068;0,342095448912307
"45";0,890882015228271;0,89734649052813
"46";0,425108313560486;0,45546281189642
"47";0,481311827898026;0,548897472253581
"48";0,0908668488264084;0,0645322054200126
"49";0,10045487433672;0,112495331070022
"50";0,386467069387436;0,452223768586614
"51";0,25955206155777;0,244674218130664
"52";0,0953258648514748;0,113118228805736
"53";0,262292116880417;0,346455708146399
"54";0,55696314573288;0,476765901999898
"55";0,904925942420959;0,819359656642822
"56";0,612679660320282;0,662514006789934
"57";0,517155170440674;0,450105891369276
"58";0,193854361772537;0,186993900261465
"59";0,407057821750641;0,400647848527416
"60";0,114525131881237;0,0569328530442968
"61";0,418174237012863;0,450604222015802
"62";0,220379278063774;0,229724684931473
"63";0,369388610124588;0,381587140440691
"64";0,182835906744003;0,189485503662277
"65";0,532885789871216;0,511399053479483
"66";0,318279325962067;0,368007994718026
"67";0,55181086063385;0,535318301615007
"68";0,0689532235264778;0,0666500577214416
"69";0,2823346555233;0,341597118265781
"70";0,476086050271988;0,513766052417243
