Cement, BlastFurnaceSlag, FlyAsh, Water, Superplasticizer, CoarseAggregate, FineAggregate, Age, ConcreteCompressiveStrength
0.228310502283105,0.03060656701068281,0.7046476550330538,0.6725239538144718,0.052795029416303436,0.4098837209302326,0.519317642909241,0.15109890109890112,0.26062041262290797
0.1045662168949772,0.4872009152009057,0.0,0.39456865162704435,0.06832297924462798,0.5784883720930232,0.588309117208778,0.07417582417582418,0.3063411064243455
0.5262557077625571,0.39649416354748185,0.0,0.8482428078652431,0.0,0.3808139534883721,0.0,0.739010989010989,0.4726548018600922
0.11666668036529682,0.40345020150445526,0.5647176242463481,0.45287538625100776,0.24844719725319264,0.19244189534883738,0.5770196032324901,0.07417582417582418,0.29774511767148665
0.30091324885844745,0.0,0.47276359402008217,0.6078274187179094,0.14285713842058576,0.42441860465116266,0.6477672542559314,0.07417582417582418,0.25551265119004984
0.8630136986301369,0.0,0.0,0.5607028648730719,0.0,0.3930232906976747,0.2965379305491982,0.016483516483516484,0.4016444599886498
0.37488587214611874,0.31246523337448917,0.4372813462084554,0.4480830059444809,0.32298135642915043,0.31598840697674424,0.37757152298473806,0.07417582417582418,0.46206551543703783
0.5296803652968036,0.0489705072170925,0.7896051737249823,0.5367412029570575,0.475155264746731,0.4825581395348837,0.09784245446116135,0.07417582417582418,0.5232341229160116
0.7853881278538812,0.06677796438694432,0.39480258686249114,0.3210862457129293,0.3602484360171293,0.4825581395348837,0.29603614426710356,0.016483516483516484,0.460570573329278
0.6255707762557077,0.0,0.0,0.74121409923037,0.0,0.5886627906976742,0.4224787610122689,0.07417582417582418,0.36925376527354586
0.136986301369863,0.5289371429427459,0.7401299428246895,0.45527157640427096,0.583850882489103,0.10784876744186045,0.36979436245625896,0.07417582417582418,0.391553491754167
0.4949771415525113,0.5912632263427361,0.0,0.27076673172763743,0.44409936509008185,0.14854644186046517,0.7185149052793722,0.005494505494505494,0.28491343677372455
0.42694063926940634,0.0,0.0,0.5607028648730719,0.0,0.3261628255813953,0.7558956501291911,0.24450549450549453,0.3704995732029294
0.5639269406392693,0.0,0.0,0.5607028648730719,0.0,0.7412790697674421,0.5393878899781974,0.005494505494505494,0.16868070683146147
0.10159817351598172,0.31886477438282873,0.44627686318010407,0.639776301272595,0.2732919169785119,0.17151162790697683,0.5908178980923973,0.07417582417582418,0.2200074802543286
0.1187214611872146,0.4006677863216659,0.559720123146823,0.7843450427558716,0.3105589965664908,0.35465116279069786,0.1605619765516495,0.07417582417582418,0.176529218301463
0.4230593333333333,0.33528102952611627,0.4692653632404189,0.5255591419862415,0.2857142768411715,0.30058146511627903,0.25564483225157053,0.07417582417582418,0.5166313695435747
0.6643835616438356,0.0,0.0,0.5607028648730719,0.0,0.40581388372092997,0.48068235709075924,0.07417582417582418,0.4643079472856097
0.2545662100456621,0.0,0.8705646765447873,0.26198086091008466,0.3633540259827942,0.7305233982558139,0.4553437303769432,0.03571428571428572,0.3908060518451738
