"";"pred";"obs"
"1";0,679220974445343;0,731780259917286
"2";0,294270068407059;0,288027925452297
"3";0,415459364652634;0,502927644273767
"4";0,260095626115799;0,29550267336496
"5";0,425723791122437;0,465553780130903
"6";0,147898837924004;0,127195717632882
"7";0,151845380663872;0,200448491352896
"8";0,192312091588974;0,327644196527824
"9";0,15722844004631;0,122710853935738
"10";0,259383469820023;0,138657035970027
"11";0,21308059990406;0,318176175860874
"12";0,614136815071106;0,967484738195708
"13";0,468408495187759;0,676342348980749
"14";0,127974525094032;0,113865706088594
"15";0,286321997642517;0,339105514864969
"16";0,169703513383865;0,185748104790036
"17";0,679220974445343;0,67036253071789
"18";0,211745068430901;0,195589901472279
"19";0,643102765083313;0,722063067698096
"20";0,345070570707321;0,333125709060065
"21";0,743526458740234;0,674847406872989
"22";0,342225909233093;0,244425083952288
"23";0,330414563417435;0,310203072385775
"24";0,138312920928001;0,227482253082901
"25";0,226524204015732;0,250529481762289
"26";0,366306036710739;0,39105521093946
"27";0,456475675106049;0,507412507970911
"28";0,584288060665131;0,669864200071364
"29";0,591012239456177;0,669365919256657
"30";0,732061803340912;0,804410160817495
"31";0,163148790597916;0,158216024871459
"32";0,441876977682114;0,423819594464173
"33";0,152233421802521;0,1478759224586
"34";0,639871835708618;0,789460552870576
"35";0,199058383703232;0,40986671010008
"36";0,390631407499313;0,583779745453588
"37";0,193951427936554;0,216270106297997
"38";0,541036188602448;0,410738754472125
"39";0,682184636592865;0,815622332518309
"40";0,45370027422905;0,63772270182441
"41";0,230772331357002;0,223620299579427
"42";0,169440180063248;0,126199081255739
"43";0,467800319194794;0,478136289476424
"44";0,507927417755127;0,342095448912307
"45";0,657920956611633;0,89734649052813
"46";0,550045609474182;0,45546281189642
"47";0,351448774337769;0,548897472253581
"48";0,170832693576813;0,0645322054200126
"49";0,123645074665546;0,112495331070022
"50";0,376221716403961;0,452223768586614
"51";0,183439776301384;0,244674218130664
"52";0,147793501615524;0,113118228805736
