"";"pred";"obs"
"1";0,547253131866455;0,518375483203575
"2";0,110665619373322;0,141148626912885
"3";0,507662415504456;0,471159872210287
"4";0,0793181732296944;0,096673728582876
"5";0,156129479408264;0,13965367234717
"6";0,420431643724442;0,402890230544169
"7";0,575780630111694;0,642456749531749
"8";0,145273670554161;0,158465183965745
"9";0,283239215612411;0,273452118436579
"10";0,511123836040497;0,515385598988055
"11";0,516018390655518;0,566214029306441
"12";0,420621186494827;0,445745632135184
"13";0,128949612379074;0,152859104344316
"14";0,325776934623718;0,331506187405162
"15";0,4899762570858;0,417590617107029
"16";0,585754334926605;0,556870563270725
"17";0,525560259819031;0,495826610086623
"18";0,26862570643425;0,176529218301463
"19";0,474043726921082;0,457580689113758
"20";0,227342650294304;0,181263228634938
"21";0,392809748649597;0,377849766484359
"22";0,656097173690796;0,630123349448694
"23";0,296456605195999;0,266101925155149
"24";0,392200529575348;0,333125709060065
"25";0,869360625743866;0,884141083446894
"26";0,174190476536751;0,158963502154317
"27";0,388810813426971;0,451849992571322
"28";0,339579969644547;0,365267232222928
"29";0,137532144784927;0,155849013475745
"30";0,501821219921112;0,59100537164583
"31";0,761626005172729;0,834309264589741
"32";0,410323262214661;0,374610723174554
"33";0,103976592421532;0,110128319674307
"34";0,150329396128654;0,356671231012115
"35";0,279452204704285;0,229226366742902
"36";0,648833513259888;0,67036253071789
"37";0,417721837759018;0,345708243321496
"38";0,515110015869141;0,622523984615024
"39";0,511907637119293;0,417715234028036
"40";0,425918251276016;0,436402166099468
"41";0,92394232749939;0,805032996263436
"42";0,10309411585331;0,121091319822881
"43";0,67247349023819;0,683692542262179
"44";0,443821579217911;0,48012956223071
"45";0,340786337852478;0,306216526877203
"46";0,521530330181122;0,454341595972134
"47";0,407252699136734;0,332253652230065
"48";0,326318085193634;0,315186241813535
"49";0,393018901348114;0,370873286928449
"50";0,377582460641861;0,370250401650689
"51";0,136818245053291;0,153357422532887
"52";0,379947900772095;0,467297881332948
